concept_id,label_ko,label_en,class1,class2,class3,Date,finance_statement,corp_code,company
entity00266961_udf_BS_202321762157444_CurrentLiabilities,매각예정부채,"Liabilities to be sold",부채,유동부채,매각예정부채,20181231,NULL,035420,네이버
ifrs-full_NoncurrentLiabilities,비유동부채,"Non-current liabilities",부채,비유동부채,NULL,20181231,1312378743444,035420,네이버
dart_LongTermTradeAndOtherNonCurrentPayables,매입채무및기타채무,"Long-term trade and other non-current payables",부채,비유동부채,매입채무및기타채무,20181231,23370588587,035420,네이버
ifrs-full_CurrentLeaseLiabilities,리스부채,"Current lease liabilities",부채,유동부채,리스부채,20181231,NULL,035420,네이버
dart_BondsIssued,사채,"Bonds issued",부채,비유동부채,사채,20181231,711561946218,035420,네이버
dart_LongTermBorrowingsGross,장기차입금,"Long-term borrowings, gross",부채,비유동부채,장기차입금,20181231,100061591213,035420,네이버
dart_PostemploymentBenefitObligations,순확정급여부채,"Post-employment benefit obligations",부채,비유동부채,순확정급여부채,20181231,344780260840,035420,네이버
ifrs-full_NoncurrentProvisions,충당부채,"Non-current provisions",부채,비유동부채,충당부채,20181231,42423909342,035420,네이버
ifrs-full_NoncurrentFinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,"당기손익-공정가치 측정 금융부채","Non-current financial liabilities at fair value through profit or loss, designated upon initial recognition or subsequently",부채,비유동부채,"당기손익-공정가치 측정 금융부채",20181231,2785234016,035420,네이버
ifrs-full_CurrentProvisions,충당부채,"Current provisions",부채,유동부채,충당부채,20191231,3822401193,035420,네이버
dart_PostemploymentBenefitObligations,순확정급여부채,"Post-employment benefit obligations",부채,비유동부채,순확정급여부채,20191231,473437955422,035420,네이버
ifrs-full_CurrentLeaseLiabilities,리스부채,"Current lease liabilities",부채,유동부채,리스부채,20191231,168937301210,035420,네이버
dart_OtherCurrentLiabilities,기타유동부채,"Other current liabilities",부채,유동부채,기타유동부채,20191231,1515273206866,035420,네이버
entity00266961_udf_BS_202321762157444_CurrentLiabilities,매각예정부채,"Liabilities to be sold",부채,유동부채,매각예정부채,20191231,NULL,035420,네이버
ifrs-full_NoncurrentLiabilities,비유동부채,"Non-current liabilities",부채,비유동부채,NULL,20191231,2022482221466,035420,네이버
dart_LongTermTradeAndOtherNonCurrentPayables,매입채무및기타채무,"Long-term trade and other non-current payables",부채,비유동부채,매입채무및기타채무,20191231,42469680072,035420,네이버
ifrs-full_NoncurrentFinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,"당기손익-공정가치 측정 금융부채","Non-current financial liabilities at fair value through profit or loss, designated upon initial recognition or subsequently",부채,비유동부채,"당기손익-공정가치 측정 금융부채",20191231,8339734792,035420,네이버
dart_BondsIssued,사채,"Bonds issued",부채,비유동부채,사채,20191231,752270184693,035420,네이버
dart_LongTermBorrowingsGross,장기차입금,"Long-term borrowings, gross",부채,비유동부채,장기차입금,20191231,50039880125,035420,네이버
ifrs-full_NoncurrentProvisions,충당부채,"Non-current provisions",부채,비유동부채,충당부채,20191231,59046834258,035420,네이버
ifrs-full_IssuedCapital,자본금,"Issued capital",자본,"지배기업 소유주지분",자본금,20191231,16481339500,035420,네이버
ifrs-full_DeferredTaxLiabilities,이연법인세부채,"Deferred tax liabilities",부채,비유동부채,이연법인세부채,20191231,80453751124,035420,네이버
dart_OtherNonCurrentLiabilities,기타비유동부채,"Other non-current liabilities",부채,비유동부채,기타비유동부채,20191231,1136232744,035420,네이버
ifrs-full_Liabilities,부채총계,"Total liabilities",부채,부채총계,NULL,20191231,5795601052206,035420,네이버
ifrs-full_EquityAttributableToOwnersOfParent,"지배기업 소유주지분","Equity attributable to owners of parent",자본,"지배기업 소유주지분",NULL,20191231,5805227623271,035420,네이버
dart_CapitalSurplus,자본잉여금,"Capital surplus",자본,"지배기업 소유주지분",자본잉여금,20191231,1575307844438,035420,네이버
dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,"Elements of other stockholder's equity",자본,"지배기업 소유주지분",기타자본구성요소,20191231,-1498653013809,035420,네이버
entity00266961_udf_BS_202321762257813_EquityAttributableToOwnersOfParent,"매각예정자산 관련 기타포괄손익누계액","Accumulated other comprehensive income related to asses to be sold",자본,"지배기업 소유주지분","매각예정자산 관련 기타포괄손익누계액",20191231,NULL,035420,네이버
ifrs-full_RetainedEarnings,이익잉여금,"Retained earnings",자본,"지배기업 소유주지분",이익잉여금,20191231,5712091453142,035420,네이버
ifrs-full_NoncontrollingInterests,비지배지분,"Non-controlling interests",자본,비지배지분,NULL,20191231,698698445309,035420,네이버
ifrs-full_Equity,자본총계,"Total equity",자본,자본총계,NULL,20191231,6503926068580,035420,네이버
ifrs-full_CurrentTaxLiabilities,당기법인세부채,"Current tax liabilities",부채,유동부채,당기법인세부채,20191231,313781745056,035420,네이버
ifrs-full_NoncurrentLeaseLiabilities,리스부채,"Non-current lease liabilities",부채,비유동부채,리스부채,20191231,555287968236,035420,네이버
ifrs-full_EquityAndLiabilities,자본과부채총계,"Total equity and liabilities",자본과부채총계,NULL,NULL,20191231,12299527120786,035420,네이버
ifrs-full_ShorttermBorrowings,단기차입금,"Short-term borrowings",부채,유동부채,단기차입금,20191231,559584776483,035420,네이버
ifrs-full_TradeAndOtherCurrentPayables,매입채무및기타채무,"Trade and other current payables",부채,유동부채,매입채무및기타채무,20191231,1211070361564,035420,네이버
ifrs-full_CurrentAssets,유동자산,"Current assets",자산,유동자산,NULL,20191231,5643714459664,035420,네이버
ifrs-full_CashAndCashEquivalents,현금및현금성자산,"Cash and cash equivalents",자산,유동자산,현금및현금성자산,20191231,3740513761418,035420,네이버
dart_ShortTermDepositsNotClassifiedAsCashEquivalents,단기금융상품,"Short-term deposits not classified as cash equivalents",자산,유동자산,단기금융상품,20191231,289910618872,035420,네이버
entity00266961_udf_BS_202254214127858_CurrentAssets,"당기손익-공정가치 측정 금융자산","Current Fair Value through Profit or Loss Financial Instruments",자산,유동자산,"당기손익-공정가치 측정 금융자산",20191231,12920430454,035420,네이버
ifrs-full_CurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,"기타포괄손익-공정가치 측정 금융자산","Current financial assets measured at fair value through other comprehensive income",자산,유동자산,"기타포괄손익-공정가치 측정 금융자산",20191231,63916531256,035420,네이버
ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,"Trade and other current receivables",자산,유동자산,매출채권및기타채권,20191231,1211072909858,035420,네이버
ifrs-full_Inventories,재고자산,Inventories,자산,유동자산,재고자산,20191231,55114731809,035420,네이버
dart_OtherCurrentAssets,기타유동자산,"Other current assets",자산,유동자산,기타유동자산,20191231,257547495258,035420,네이버
ifrs-full_CurrentTaxAssets,당기법인세자산,"Current tax assets",자산,유동자산,당기법인세자산,20191231,12717980739,035420,네이버
entity00266961_udf_BS_202321761929882_CurrentAssets,매각예정자산,"Asset to be sold",자산,유동자산,매각예정자산,20191231,NULL,035420,네이버
ifrs-full_NoncurrentAssets,비유동자산,"Non-current assets",자산,비유동자산,NULL,20191231,6655812661122,035420,네이버
ifrs-full_CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,"당기손익-공정가치 측정 금융부채","Current financial liabilities at fair value through profit or loss, designated upon initial recognition or subsequently",부채,유동부채,"당기손익-공정가치 측정 금융부채",20191231,649038368,035420,네이버
ifrs-full_RightofuseAssets,사용권자산,"Right-of-use assets",자산,비유동자산,사용권자산,20191231,697351304664,035420,네이버
dart_GoodwillGross,무형자산,"Intangible Assets",자산,비유동자산,무형자산,20191231,341442833327,035420,네이버
dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,"Long-term deposits not classified as cash equivalents",자산,비유동자산,장기금융상품,20191231,24034591006,035420,네이버
entity00266961_udf_BS_202254214438313_NoncurrentAssets,"당기손익-공정가치 측정 금융자산","Non-Current Fair Value through Profit or Loss Financial Instruments",자산,비유동자산,"당기손익-공정가치 측정 금융자산",20191231,1229097428653,035420,네이버
ifrs-full_NoncurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,"기타포괄손익-공정가치 측정 금융자산","Non-current financial assets measured at fair value through other comprehensive income",자산,비유동자산,"기타포괄손익-공정가치 측정 금융자산",20191231,675602433315,035420,네이버
ifrs-full_InvestmentAccountedForUsingEquityMethod,"관계기업및공동기업 투자","Investments accounted for using equity method",자산,비유동자산,"관계기업및공동기업 투자",20191231,1558268184714,035420,네이버
ifrs-full_DeferredTaxAssets,이연법인세자산,"Deferred tax assets",자산,비유동자산,이연법인세자산,20191231,381279417985,035420,네이버
dart_LongTermTradeAndOtherNonCurrentReceivablesGross,매출채권및기타채권,"Long-term trade and other non-current receivables, gross",자산,비유동자산,매출채권및기타채권,20191231,124821356161,035420,네이버
dart_OtherNonCurrentAssets,기타비유동자산,"Other non-current assets",자산,비유동자산,기타비유동자산,20191231,27643793571,035420,네이버
ifrs-full_Assets,자산총계,"Total assets",자산,자산총계,NULL,20191231,12299527120786,035420,네이버
ifrs-full_CurrentLiabilities,유동부채,"Current liabilities",부채,유동부채,NULL,20191231,3773118830740,035420,네이버
ifrs-full_PropertyPlantAndEquipment,유형자산,"Property, plant and equipment",자산,비유동자산,유형자산,20191231,1596271317726,035420,네이버
dart_GoodwillGross,무형자산,"Intangible Assets",자산,비유동자산,무형자산,20201231,105136186861,035420,네이버
dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,"Long-term deposits not classified as cash equivalents",자산,비유동자산,장기금융상품,20201231,14255722000,035420,네이버
entity00266961_udf_BS_202254214438313_NoncurrentAssets,"당기손익-공정가치 측정 금융자산","Non-Current Fair Value through Profit or Loss Financial Instruments",자산,비유동자산,"당기손익-공정가치 측정 금융자산",20201231,1801384240769,035420,네이버
ifrs-full_NoncurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,"기타포괄손익-공정가치 측정 금융자산","Non-current financial assets measured at fair value through other comprehensive income",자산,비유동자산,"기타포괄손익-공정가치 측정 금융자산",20201231,1330951990243,035420,네이버
ifrs-full_Assets,자산총계,"Total assets",자산,자산총계,NULL,20201231,17014238663770,035420,네이버
ifrs-full_DeferredTaxAssets,이연법인세자산,"Deferred tax assets",자산,비유동자산,이연법인세자산,20201231,108572845624,035420,네이버
dart_LongTermTradeAndOtherNonCurrentReceivablesGross,매출채권및기타채권,"Long-term trade and other non-current receivables, gross",자산,비유동자산,매출채권및기타채권,20201231,28578223832,035420,네이버
dart_OtherNonCurrentAssets,기타비유동자산,"Other non-current assets",자산,비유동자산,기타비유동자산,20201231,67174027703,035420,네이버
ifrs-full_RightofuseAssets,사용권자산,"Right-of-use assets",자산,비유동자산,사용권자산,20201231,129537198819,035420,네이버
ifrs-full_InvestmentAccountedForUsingEquityMethod,"관계기업및공동기업 투자","Investments accounted for using equity method",자산,비유동자산,"관계기업및공동기업 투자",20201231,1199425686734,035420,네이버
ifrs-full_PropertyPlantAndEquipment,유형자산,"Property, plant and equipment",자산,비유동자산,유형자산,20201231,1684563340866,035420,네이버
ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,"Trade and other current receivables",자산,유동자산,매출채권및기타채권,20201231,986826023076,035420,네이버
entity00266961_udf_BS_202321761929882_CurrentAssets,매각예정자산,"Asset to be sold",자산,유동자산,매각예정자산,20201231,6660253457865,035420,네이버
ifrs-full_CurrentTaxAssets,당기법인세자산,"Current tax assets",자산,유동자산,당기법인세자산,20201231,996472888,035420,네이버
dart_OtherCurrentAssets,기타유동자산,"Other current assets",자산,유동자산,기타유동자산,20201231,77702716446,035420,네이버
ifrs-full_Inventories,재고자산,Inventories,자산,유동자산,재고자산,20201231,4344942323,035420,네이버
ifrs-full_CurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,"기타포괄손익-공정가치 측정 금융자산","Current financial assets measured at fair value through other comprehensive income",자산,유동자산,"기타포괄손익-공정가치 측정 금융자산",20201231,NULL,035420,네이버
entity00266961_udf_BS_202254214127858_CurrentAssets,"당기손익-공정가치 측정 금융자산","Current Fair Value through Profit or Loss Financial Instruments",자산,유동자산,"당기손익-공정가치 측정 금융자산",20201231,922939095062,035420,네이버
dart_ShortTermDepositsNotClassifiedAsCashEquivalents,단기금융상품,"Short-term deposits not classified as cash equivalents",자산,유동자산,단기금융상품,20201231,291292142737,035420,네이버
ifrs-full_CashAndCashEquivalents,현금및현금성자산,"Cash and cash equivalents",자산,유동자산,현금및현금성자산,20201231,1600304349922,035420,네이버
ifrs-full_CurrentAssets,유동자산,"Current assets",자산,유동자산,NULL,20201231,10544659200319,035420,네이버
ifrs-full_CurrentLiabilities,유동부채,"Current liabilities",부채,유동부채,NULL,20201231,7911751492331,035420,네이버
ifrs-full_NoncurrentAssets,비유동자산,"Non-current assets",자산,비유동자산,NULL,20201231,6469579463451,035420,네이버
ifrs-full_TradeAndOtherCurrentPayables,매입채무및기타채무,"Trade and other current payables",부채,유동부채,매입채무및기타채무,20201231,689280186019,035420,네이버
ifrs-full_CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,"당기손익-공정가치 측정 금융부채","Current financial liabilities at fair value through profit or loss, designated upon initial recognition or subsequently",부채,유동부채,"당기손익-공정가치 측정 금융부채",20201231,17137640886,035420,네이버
ifrs-full_IssuedCapital,자본금,"Issued capital",자본,"지배기업 소유주지분",자본금,20201231,16481339500,035420,네이버
ifrs-full_ShorttermBorrowings,단기차입금,"Short-term borrowings",부채,유동부채,단기차입금,20201231,576223326575,035420,네이버
ifrs-full_Equity,자본총계,"Total equity",자본,자본총계,NULL,20201231,8255132035213,035420,네이버
ifrs-full_NoncontrollingInterests,비지배지분,"Non-controlling interests",자본,비지배지분,NULL,20201231,887912871911,035420,네이버
ifrs-full_RetainedEarnings,이익잉여금,"Retained earnings",자본,"지배기업 소유주지분",이익잉여금,20201231,6654814483478,035420,네이버
entity00266961_udf_BS_202321762257813_EquityAttributableToOwnersOfParent,"매각예정자산 관련 기타포괄손익누계액","Accumulated other comprehensive income related to asses to be sold",자본,"지배기업 소유주지분","매각예정자산 관련 기타포괄손익누계액",20201231,-37870641018,035420,네이버
dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,"Elements of other stockholder's equity",자본,"지배기업 소유주지분",기타자본구성요소,20201231,-1059479508530,035420,네이버
dart_CapitalSurplus,자본잉여금,"Capital surplus",자본,"지배기업 소유주지분",자본잉여금,20201231,1793273489872,035420,네이버
ifrs-full_EquityAttributableToOwnersOfParent,"지배기업 소유주지분","Equity attributable to owners of parent",자본,"지배기업 소유주지분",NULL,20201231,7367219163302,035420,네이버
ifrs-full_Liabilities,부채총계,"Total liabilities",부채,부채총계,NULL,20201231,8759106628557,035420,네이버
dart_OtherNonCurrentLiabilities,기타비유동부채,"Other non-current liabilities",부채,비유동부채,기타비유동부채,20201231,295623635,035420,네이버
ifrs-full_DeferredTaxLiabilities,이연법인세부채,"Deferred tax liabilities",부채,비유동부채,이연법인세부채,20201231,56519491022,035420,네이버
ifrs-full_NoncurrentLeaseLiabilities,리스부채,"Non-current lease liabilities",부채,비유동부채,리스부채,20201231,92170749140,035420,네이버
ifrs-full_EquityAndLiabilities,자본과부채총계,"Total equity and liabilities",자본과부채총계,NULL,NULL,20201231,17014238663770,035420,네이버
dart_PostemploymentBenefitObligations,순확정급여부채,"Post-employment benefit obligations",부채,비유동부채,순확정급여부채,20201231,462094245426,035420,네이버
ifrs-full_NoncurrentProvisions,충당부채,"Non-current provisions",부채,비유동부채,충당부채,20201231,9186175870,035420,네이버
ifrs-full_CurrentProvisions,충당부채,"Current provisions",부채,유동부채,충당부채,20201231,31708383889,035420,네이버
ifrs-full_CurrentLeaseLiabilities,리스부채,"Current lease liabilities",부채,유동부채,리스부채,20201231,53345709463,035420,네이버
dart_OtherCurrentLiabilities,기타유동부채,"Other current liabilities",부채,유동부채,기타유동부채,20201231,1484474330127,035420,네이버
entity00266961_udf_BS_202321762157444_CurrentLiabilities,매각예정부채,"Liabilities to be sold",부채,유동부채,매각예정부채,20201231,4675241280695,035420,네이버
ifrs-full_CurrentTaxLiabilities,당기법인세부채,"Current tax liabilities",부채,유동부채,당기법인세부채,20201231,384340634677,035420,네이버
dart_LongTermTradeAndOtherNonCurrentPayables,매입채무및기타채무,"Long-term trade and other non-current payables",부채,비유동부채,매입채무및기타채무,20201231,68448327272,035420,네이버
ifrs-full_NoncurrentFinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,"당기손익-공정가치 측정 금융부채","Non-current financial liabilities at fair value through profit or loss, designated upon initial recognition or subsequently",부채,비유동부채,"당기손익-공정가치 측정 금융부채",20201231,7962264800,035420,네이버
dart_BondsIssued,사채,"Bonds issued",부채,비유동부채,사채,20201231,NULL,035420,네이버
dart_LongTermBorrowingsGross,장기차입금,"Long-term borrowings, gross",부채,비유동부채,장기차입금,20201231,150678259061,035420,네이버
ifrs-full_NoncurrentLiabilities,비유동부채,"Non-current liabilities",부채,비유동부채,NULL,20201231,847355136226,035420,네이버
dart_GoodwillGross,무형자산,"Intangible Assets",자산,비유동자산,무형자산,20211231,932152347274,035420,네이버
ifrs-full_CurrentLiabilities,유동부채,"Current liabilities",부채,유동부채,NULL,20211231,3923319146652,035420,네이버
ifrs-full_Assets,자산총계,"Total assets",자산,자산총계,NULL,20211231,33691006757040,035420,네이버
dart_OtherNonCurrentAssets,기타비유동자산,"Other non-current assets",자산,비유동자산,기타비유동자산,20211231,72915733464,035420,네이버
dart_LongTermTradeAndOtherNonCurrentReceivablesGross,매출채권및기타채권,"Long-term trade and other non-current receivables, gross",자산,비유동자산,매출채권및기타채권,20211231,46387217185,035420,네이버
ifrs-full_DeferredTaxAssets,이연법인세자산,"Deferred tax assets",자산,비유동자산,이연법인세자산,20211231,98430685422,035420,네이버
ifrs-full_InvestmentAccountedForUsingEquityMethod,"관계기업및공동기업 투자","Investments accounted for using equity method",자산,비유동자산,"관계기업및공동기업 투자",20211231,20090304016842,035420,네이버
ifrs-full_NoncurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,"기타포괄손익-공정가치 측정 금융자산","Non-current financial assets measured at fair value through other comprehensive income",자산,비유동자산,"기타포괄손익-공정가치 측정 금융자산",20211231,2099232986626,035420,네이버
entity00266961_udf_BS_202254214438313_NoncurrentAssets,"당기손익-공정가치 측정 금융자산","Non-Current Fair Value through Profit or Loss Financial Instruments",자산,비유동자산,"당기손익-공정가치 측정 금융자산",20211231,2407725020317,035420,네이버
dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,"Long-term deposits not classified as cash equivalents",자산,비유동자산,장기금융상품,20211231,14255722000,035420,네이버
ifrs-full_TradeAndOtherCurrentPayables,매입채무및기타채무,"Trade and other current payables",부채,유동부채,매입채무및기타채무,20211231,992675127701,035420,네이버
ifrs-full_CurrentAssets,유동자산,"Current assets",자산,유동자산,NULL,20211231,5527878425552,035420,네이버
ifrs-full_PropertyPlantAndEquipment,유형자산,"Property, plant and equipment",자산,비유동자산,유형자산,20211231,2111261659613,035420,네이버
ifrs-full_NoncurrentAssets,비유동자산,"Non-current assets",자산,비유동자산,NULL,20211231,28163128331488,035420,네이버
entity00266961_udf_BS_202321761929882_CurrentAssets,매각예정자산,"Asset to be sold",자산,유동자산,매각예정자산,20211231,NULL,035420,네이버
ifrs-full_CurrentTaxAssets,당기법인세자산,"Current tax assets",자산,유동자산,당기법인세자산,20211231,1643037279,035420,네이버
dart_OtherCurrentAssets,기타유동자산,"Other current assets",자산,유동자산,기타유동자산,20211231,124296250629,035420,네이버
ifrs-full_Inventories,재고자산,Inventories,자산,유동자산,재고자산,20211231,6139904767,035420,네이버
ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,"Trade and other current receivables",자산,유동자산,매출채권및기타채권,20211231,1454660666688,035420,네이버
ifrs-full_CurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,"기타포괄손익-공정가치 측정 금융자산","Current financial assets measured at fair value through other comprehensive income",자산,유동자산,"기타포괄손익-공정가치 측정 금융자산",20211231,24254505540,035420,네이버
entity00266961_udf_BS_202254214127858_CurrentAssets,"당기손익-공정가치 측정 금융자산","Current Fair Value through Profit or Loss Financial Instruments",자산,유동자산,"당기손익-공정가치 측정 금융자산",20211231,461932777511,035420,네이버
dart_ShortTermDepositsNotClassifiedAsCashEquivalents,단기금융상품,"Short-term deposits not classified as cash equivalents",자산,유동자산,단기금융상품,20211231,673555739311,035420,네이버
ifrs-full_CashAndCashEquivalents,현금및현금성자산,"Cash and cash equivalents",자산,유동자산,현금및현금성자산,20211231,2781395543827,035420,네이버
ifrs-full_RightofuseAssets,사용권자산,"Right-of-use assets",자산,비유동자산,사용권자산,20211231,290462942745,035420,네이버
ifrs-full_CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,"당기손익-공정가치 측정 금융부채","Current financial liabilities at fair value through profit or loss, designated upon initial recognition or subsequently",부채,유동부채,"당기손익-공정가치 측정 금융부채",20211231,NULL,035420,네이버
ifrs-full_NoncurrentProvisions,충당부채,"Non-current provisions",부채,비유동부채,충당부채,20211231,8918100642,035420,네이버
ifrs-full_CurrentTaxLiabilities,당기법인세부채,"Current tax liabilities",부채,유동부채,당기법인세부채,20211231,515246293598,035420,네이버
ifrs-full_EquityAndLiabilities,자본과부채총계,"Total equity and liabilities",자본과부채총계,NULL,NULL,20211231,33691006757040,035420,네이버
ifrs-full_Equity,자본총계,"Total equity",자본,자본총계,NULL,20211231,24027376349275,035420,네이버
ifrs-full_NoncontrollingInterests,비지배지분,"Non-controlling interests",자본,비지배지분,NULL,20211231,491738654373,035420,네이버
ifrs-full_RetainedEarnings,이익잉여금,"Retained earnings",자본,"지배기업 소유주지분",이익잉여금,20211231,23080407824978,035420,네이버
entity00266961_udf_BS_202321762257813_EquityAttributableToOwnersOfParent,"매각예정자산 관련 기타포괄손익누계액","Accumulated other comprehensive income related to asses to be sold",자본,"지배기업 소유주지분","매각예정자산 관련 기타포괄손익누계액",20211231,NULL,035420,네이버
dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,"Elements of other stockholder's equity",자본,"지배기업 소유주지분",기타자본구성요소,20211231,-1051465837344,035420,네이버
ifrs-full_ShorttermBorrowings,단기차입금,"Short-term borrowings",부채,유동부채,단기차입금,20211231,461321818464,035420,네이버
ifrs-full_IssuedCapital,자본금,"Issued capital",자본,"지배기업 소유주지분",자본금,20211231,16481339500,035420,네이버
ifrs-full_EquityAttributableToOwnersOfParent,"지배기업 소유주지분","Equity attributable to owners of parent",자본,"지배기업 소유주지분",NULL,20211231,23535637694902,035420,네이버
ifrs-full_Liabilities,부채총계,"Total liabilities",부채,부채총계,NULL,20211231,9663630407765,035420,네이버
dart_OtherNonCurrentLiabilities,기타비유동부채,"Other non-current liabilities",부채,비유동부채,기타비유동부채,20211231,411971341,035420,네이버
dart_CapitalSurplus,자본잉여금,"Capital surplus",자본,"지배기업 소유주지분",자본잉여금,20211231,1490214367768,035420,네이버
ifrs-full_NoncurrentLeaseLiabilities,리스부채,"Non-current lease liabilities",부채,비유동부채,리스부채,20211231,205661717226,035420,네이버
ifrs-full_DeferredTaxLiabilities,이연법인세부채,"Deferred tax liabilities",부채,비유동부채,이연법인세부채,20211231,1155139324751,035420,네이버
ifrs-full_CurrentLeaseLiabilities,리스부채,"Current lease liabilities",부채,유동부채,리스부채,20211231,105615989665,035420,네이버
dart_OtherCurrentLiabilities,기타유동부채,"Other current liabilities",부채,유동부채,기타유동부채,20211231,1841802585465,035420,네이버
entity00266961_udf_BS_202321762157444_CurrentLiabilities,매각예정부채,"Liabilities to be sold",부채,유동부채,매각예정부채,20211231,NULL,035420,네이버
ifrs-full_NoncurrentLiabilities,비유동부채,"Non-current liabilities",부채,비유동부채,NULL,20211231,5740311261113,035420,네이버
ifrs-full_CurrentProvisions,충당부채,"Current provisions",부채,유동부채,충당부채,20211231,6657331759,035420,네이버
ifrs-full_NoncurrentFinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,"당기손익-공정가치 측정 금융부채","Non-current financial liabilities at fair value through profit or loss, designated upon initial recognition or subsequently",부채,비유동부채,"당기손익-공정가치 측정 금융부채",20211231,508994104631,035420,네이버
dart_BondsIssued,사채,"Bonds issued",부채,비유동부채,사채,20211231,1636827463521,035420,네이버
dart_LongTermBorrowingsGross,장기차입금,"Long-term borrowings, gross",부채,비유동부채,장기차입금,20211231,1552014025878,035420,네이버
dart_PostemploymentBenefitObligations,순확정급여부채,"Post-employment benefit obligations",부채,비유동부채,순확정급여부채,20211231,554264628196,035420,네이버
dart_LongTermTradeAndOtherNonCurrentPayables,매입채무및기타채무,"Long-term trade and other non-current payables",부채,비유동부채,매입채무및기타채무,20211231,118079924927,035420,네이버
ifrs-full_CurrentLiabilities,유동부채,"Current liabilities",부채,유동부채,NULL,20221231,5480633710849,035420,네이버
ifrs-full_Assets,자산총계,"Total assets",자산,자산총계,NULL,20221231,33899042889136,035420,네이버
dart_OtherNonCurrentAssets,기타비유동자산,"Other non-current assets",자산,비유동자산,기타비유동자산,20221231,101720406988,035420,네이버
dart_LongTermTradeAndOtherNonCurrentReceivablesGross,매출채권및기타채권,"Long-term trade and other non-current receivables, gross",자산,비유동자산,매출채권및기타채권,20221231,76754808757,035420,네이버
ifrs-full_DeferredTaxAssets,이연법인세자산,"Deferred tax assets",자산,비유동자산,이연법인세자산,20221231,265767603355,035420,네이버
ifrs-full_InvestmentAccountedForUsingEquityMethod,"관계기업및공동기업 투자","Investments accounted for using equity method",자산,비유동자산,"관계기업및공동기업 투자",20221231,18541286921720,035420,네이버
ifrs-full_NoncurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,"기타포괄손익-공정가치 측정 금융자산","Non-current financial assets measured at fair value through other comprehensive income",자산,비유동자산,"기타포괄손익-공정가치 측정 금융자산",20221231,1354122792627,035420,네이버
entity00266961_udf_BS_202254214438313_NoncurrentAssets,"당기손익-공정가치 측정 금융자산","Non-Current Fair Value through Profit or Loss Financial Instruments",자산,비유동자산,"당기손익-공정가치 측정 금융자산",20221231,2427610041051,035420,네이버
dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,"Long-term deposits not classified as cash equivalents",자산,비유동자산,장기금융상품,20221231,14255722000,035420,네이버
dart_GoodwillGross,무형자산,"Intangible Assets",자산,비유동자산,무형자산,20221231,1481423637125,035420,네이버
ifrs-full_CashAndCashEquivalents,현금및현금성자산,"Cash and cash equivalents",자산,유동자산,현금및현금성자산,20221231,2724168321708,035420,네이버
ifrs-full_PropertyPlantAndEquipment,유형자산,"Property, plant and equipment",자산,비유동자산,유형자산,20221231,2457820240295,035420,네이버
ifrs-full_NoncurrentAssets,비유동자산,"Non-current assets",자산,비유동자산,NULL,20221231,27459472178393,035420,네이버
entity00266961_udf_BS_202321761929882_CurrentAssets,매각예정자산,"Asset to be sold",자산,유동자산,매각예정자산,20221231,NULL,035420,네이버
ifrs-full_CurrentTaxAssets,당기법인세자산,"Current tax assets",자산,유동자산,당기법인세자산,20221231,10244754725,035420,네이버
dart_OtherCurrentAssets,기타유동자산,"Other current assets",자산,유동자산,기타유동자산,20221231,194039763315,035420,네이버
ifrs-full_Inventories,재고자산,Inventories,자산,유동자산,재고자산,20221231,8651839041,035420,네이버
ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,"Trade and other current receivables",자산,유동자산,매출채권및기타채권,20221231,1540471078134,035420,네이버
